职位名称,技能,薪资,学历要求,地区
系统架构工程师,"['Java', '负载均衡技术', '分布式技术', '多线程']",15-20K,硕士,杭州
行政经理助理,"['接待/外联', '文书起草', '日常英文会话能力', '文字功底扎实']",6-10K,本科,杭州
货代销售员（带训、提成、年终奖）,"['渠道销售', '大客户销售', '陌拜', '会销', '面销', '直销']",8-13K,学历不限,杭州
星探经纪人,"['电商直播红人', '抖音']",7-12K,学历不限,杭州
会务接待,"['普通话标准', '正常班', '会议接待']",5-7K·13薪,大专,杭州
织物圆招聘缝纫工,"['包吃包住', '年终奖', '包吃', '宿舍有空调', '员工旅游']",6-9K,学历不限,杭州
橱柜衣柜设计师,"['AutoCAD', '熟悉施工工艺', '独立测量尺寸']",10-15K,本科,杭州
自动化测试工程师,"['接口测试', 'Web测试', '自动化测试', '测试开发']",20-40K·16薪,本科,杭州
自动控制工程师（杭州）,"['CAD', 'PLC工程师']",6-11K·14薪,本科,杭州
嵌入式硬件工程师,"['电路设计', 'PCB设计', '器件选型', '功能测试']",8-13K·13薪,本科,杭州
漫画分镜师 （非二次元向）,"['漫画师', '漫画分镜师']",8-13K,本科,杭州
高级空间设计师,"['3DsMAX', 'PS', 'AutoCAD', '独立完成效果图', '独立完成施工图']",10-15K·13薪,大专,杭州
药店营业员,['药店'],3-8K,中专/中技,杭州
技术支持,"['摄像头安装', 'IT支持', '运维']",5-8K,大专,杭州
租赁置业管家+高提成+五险+带薪培训,"['线下零售', '房地产/建筑', '教育培训', '金融', '汽车', '文娱/游戏']",13-26K,大专,杭州
足疗按摩师,"['包吃包住', '全勤奖', '绩效奖金', '足疗技师', '采耳', '修脚']",6-9K,高中,杭州
泳教兼救生员,"['全职', '救生证', '健康证', '全勤奖']",5-10K,学历不限,杭州
直播助理,"['抖音（抖音火山）', '奢侈品直播', '二手奢侈品直播']",6-8K,大专,杭州
魔马会招聘供应链经理,"['重点职位', '高收益']",12-24K,大专,杭州
软件测试工程师,"['功能测试', '计算机相关专业', 'TestNG', 'junit']",10-15K·13薪,本科,杭州
售前技术专员,"['ERP/OA/CRM系统', '计算机/通信相关专业']",6-8K,大专,杭州
资深layout工程师,"['PCB设计经验', 'Candence/Allegro', 'Layout设计', 'Cadence']",18-25K·14薪,本科,杭州
美发助理,"['烫染助理', '洗护助理', '免费培训', '包住', '包吃住', '包住']",3-5K,学历不限,杭州
计算机视觉算法工程师,"['深度学习算法', '视觉图像算法', '机器学习算法', 'C++', 'Python']",30-50K·16薪,硕士,杭州
bcaba/bcba,"['儿童康复', '国际行为分析认证师', '早期干预', 'ABA']",12-18K,硕士,杭州
德摁博招聘车工,"['月休四天', '八小时工作制', '包吃包住']",6-9K,初中及以下,杭州
家政员,"['家政派单平台', '婴儿', '包吃', '包住', '包吃住', '育婴师资格证']",6-9K,学历不限,杭州
项目工程师,"['产品开发', '产品内部评审']",5-6K,大专,杭州
肿瘤免疫-工程师,"['研发型', '抗体类', '基因工程', '临床研究', '生物工程']",8-12K·13薪,本科,杭州
工艺技术,['高分子材料'],6-7K,本科,杭州
行政主管,"['会议管理', '文档管理', '制度管理']",7-9K·13薪,本科,杭州
研发专员/助理,['细菌检测PCR'],5-7K·13薪,学历不限,杭州
商务媒介专员,"['渠道合作', '抖音']",10-15K,大专,杭州
抖音直播运营,"['带货直播', '内容/脚本策划', '推广引流', '抖音（抖音火山）']",10-15K,大专,杭州
项目经理,"['需求分析', '项目经理', 'TMS', 'BMS', 'OTM']",16-21K,本科,杭州
金融储备干部,"['经济/管理相关学历', '个人（ToC）', '团队建设及管理']",8-13K·24薪,本科,杭州
传菜领班/部长,"['包吃包住', '免费工装', '绩效奖金', '门店运营管理', '全勤奖']",5-6K,学历不限,杭州
销售工程师,['五险一金'],6-8K·13薪,大专,杭州
产品设计工程师,"['机械制造相关专业', '设计软件', '英语良好', '汽车工程相关专业']",10-15K·14薪,本科,杭州
执业药师/驻店药师,"['中药执业药师', '西药执业药师', '药师中级职称', '药店']",5-8K,初中及以下,杭州
【急招】 测试开发工程师-品牌零售方向,"['自动化测试', '接口测试', 'Python', 'Java', 'Shell', 'Oracle']",16-26K·16薪,学历不限,杭州
微信内容运营专员,"['社群运营经验', '公众号/朋友圈运营', '社群运营']",6-9K,大专,杭州
销售主管/销售经理,"['电话销售', '财税顾问', '面销', '会务会展销售', '课程销售']",20-40K,大专,杭州
PIT浙江杭州龙湖滨江天街店聘导购,"['无经验要求', '企业（ToB）', '批发/零售', '其他产品/服务']",5-8K·13薪,学历不限,杭州
室内设计师,"['室内设计', '工装设计', '陈列设计']",5-10K,大专,杭州
编剧,"['剧本编剧', '网剧', '剧本杀编剧']",5-10K,大专,杭州
京东渠道主管,"['电商店铺运营', '京东']",8-12K,本科,杭州
资深游戏特效师,['UE4'],45-65K·15薪,学历不限,杭州
单片机软件工程师,"['C', 'STM32开发']",15-18K,本科,杭州
资深JAVA开发工程师,"['分布式技术', 'MySQL', '微服务架构', 'SpringCloud', 'Redis']",20-40K·16薪,本科,杭州
流数据架构师,"['分布式技术', '数据结构', '多线程', '架构师', 'Linux']",45-75K·16薪,本科,杭州
人力资源实习生,"['招聘与配置', '培训实施', '劳动关系办理', '人力/财务/行政/法务']",100-150元/天,本科,杭州
金融商业分析，VP,"['金融', '资产托管', '管理']",35-45K,本科,杭州
BIM项目负责人-机电,"['Revit', '全国BIM等级考试', 'BIM实操经验', '甲级设计院工作经验']",7-12K·15薪,本科,杭州
AI工具链开发工程师,"['机器学习工程经验', 'C/C++', 'Java', '机器学习/算法工程']",15-30K,本科,杭州
Infra研发工程师,"['k8s', 'golang', 'oracle', 'mysql']",20-35K·13薪,本科,杭州
女装助播,"['副播', '场控']",5-7K,学历不限,杭州
项目申报专员,['管理咨询'],8-12K·14薪,本科,杭州
应用实施专员,"['ERP', 'OA', 'PMP', '二次开发']",9-14K·13薪,本科,杭州
机械工程师,['CAD'],6-8K·13薪,本科,杭州
web前端,"['前端开发', 'Node.js', 'JavaScript', 'HTML', 'CSS', 'Java']",20-40K·16薪,硕士,杭州
CNC数控编程,"['三菱', '法兰克', 'UG', '五险']",13-16K,高中,杭州
算法工程师,"['业务导向', '搜索/推荐', '语音/图像识别', 'Python']",20-30K·15薪,本科,杭州
平面设计,"['包装设计', '画册设计', '海报传单设计', '企业/自有品牌', 'PS']",3-6K,大专,杭州
产品经理To G,"['需求分析', '智慧城市产品', 'TOG', '产品设计', '功能产品']",12-24K·13薪,本科,杭州
硬件工程师,"['电路设计', 'PCB设计', '单片机开发', '器件选型']",11-18K,本科,杭州
必胜客宅急送招聘配送员,"['短途骑车配送', '有健康证', '公司提供电动车']",8-12K,学历不限,杭州
华为云社招-python go开发工程师-非od!,"['后端', 'Python', 'Golang']",30-60K·16薪,本科,杭州
兼职PHP程序员,"['文件管理系统', '搜索引擎技术', '软件工程师', '初级软件工程师']",11-12K,大专,杭州
应届毕业生、实习生,['CAD'],3-6K,大专,杭州
几净帘品招聘车工,"['五险', '餐补', '房补', '加班费', '全勤奖', '工龄奖', '车工', '年终奖']",6-10K,初中及以下,杭州
大客户销售-互联网广告方向,"['线上/互联网广告', '互联网广告代理商']",13-18K,本科,杭州
Golang工程师,"['软件工程师', 'golang', 'php', 'java']",10-15K,本科,杭州
电商客服专员,"['网络客服', '办公室坐班', '日常售后服务', '全职工作']",6-7K,学历不限,杭州
全屋木作助理设计师,['良好的方案沟通能力'],6-8K,大专,杭州
软件电话销售,"['企业（ToB）', '售前服务', '沟通能力强', '电话销售经验']",16-30K,学历不限,杭州
技术工程师,"['计算机相关专业', '道闸', '人脸识别', '视频监控']",4-9K,中专/中技,杭州
信息化工程师,"['OA', '流程', '信息化']",10-15K·15薪,学历不限,杭州
产康顾问,"['产康顾问', '月子会所销售', '产康销售']",10-15K,大专,杭州
设计师助理,['服装/纺织设计'],5-8K,学历不限,杭州
抖音摄影剪辑师,"['两者皆有', '摄影', '外景拍摄', 'MCN', '艺人团队/经纪公司']",8-10K,学历不限,杭州
执业律师,"['专职律师', '诉讼', '婚姻家庭案件', '民事案件', '提成制']",3-8K,本科,杭州
文案,"['市场推广', '文案', '活动策划']",8-9K,本科,杭州
上海汉堡王餐饮招聘服务员,"['全职', '兼职', '夜班']",4-5K,学历不限,杭州
数字农业/商贸售前经理,"['农业信息化项目', '系统集成', '售前技术支持经验', '招投标经验']",13-17K,本科,杭州
建筑工程检测员,"['工程检测', '检测证书']",4-9K,大专,杭州
安装造价工程师,"['工业地产', '二级造价工程师']",8-13K·13薪,大专,杭州
web前端开发工程师,"['React', 'Vue', 'Java', '计算机/软件工程相关专业', '前端开发经验']",10-15K,本科,杭州
固件工程师,"['电子', '嵌入式软件']",7-12K·13薪,本科,杭州
市场部专员,"['招标', '投标', '总包', '分包', '土建', '园林', '工程造价专业']",80-160元/天,大专,杭州
运营专员,"['电商店铺运营', '平台品类运营', '平台整体运营', '拼多多']",7-9K,大专,杭州
项目助理,"['需求采集', '需求分析评估', '软件实施', '产品验收']",5-8K·13薪,本科,杭州
高级售前工程师-J3012W,"['智慧城市信息化项目', '系统集成', '自然资源', '解决方案']",18-28K·13薪,硕士,杭州
审计策略,"['注册税务师', '高级会计师']",12-24K·13薪,本科,杭州
服装设计师助理,"['PS', 'AI', '女装', '设计初稿', '面料辅料采买', '打板与样衣制作']",5-7K,大专,杭州
项目主管,['项目经理'],20-40K,大专,杭州
工装设计助理,"['办公室', '餐厅', '酒店', '3DsMAX', 'SketchUp', 'AutoCAD']",6-8K,大专,杭州
.net开发工程师,"['HTML', 'ASP.NET', 'Oracle', 'MySQL', 'SQLServer']",15-22K,本科,杭州
整体木作橱柜设计助理,"['CAD', '家具', '家具设计', '设计师助理', '家居']",6-10K·13薪,大专,杭州
抖音服装带货主播,"['抖音', '服装鞋履', '普通话流利', '五险一金', '主播', '带货主播']",10-15K,学历不限,杭州
中级网络工程师,"['网络运维经验', 'HCNA/HCNP']",9-10K,大专,杭州
网课项目学习管理师,"['全职', '线上教育']",10-15K,本科,杭州
Java,"['分布式技术', '微服务架构', '后端开发', '服务器端开发']",30-50K·15薪,本科,杭州
前端VUE开发工程师,"['前端开发', 'HTML', 'CSS', 'JavaScript', 'Vue', 'Web端', '移动端']",8-13K,大专,杭州
国内电商运营,"['过千万销售额店铺经验', 'B端用户', 'C端用户', '淘宝', '天猫']",8-13K,大专,杭州
大数据平台架构师,"['Spark', 'Hadoop', 'Kafka']",40-70K·14薪,本科,杭州
采购专员,"['礼品工艺品', '物流配送', '供应链', '服装纺织品', '快消品']",5-10K,大专,杭州
少儿口才教师,"['线下教育', '坐班', '青少年', '表演教学经验']",6-10K,大专,杭州
自如收房管家/对接业主,"['个人（ToC）', '房地产', 'O2O']",10-15K,本科,杭州
法务专员,"['全职', '知识产权', '专利', '著作权', '法学专业背景', '知识产权']",7-8K,本科,杭州
软件电气工程师,"['st语言', '汇编语言', '单片机开发', 'PCB设计', '电路设计']",20-25K,本科,杭州
销售（SaaS产品）,"['互联网/科技', '企业服务', '软件/SaaS', 'B端市场开发经验']",15-25K,大专,杭州
测试开发工程师,"['测试', '测试工程师', '自动化测试', '测试开发', '功能测试']",25-35K,学历不限,杭州
子公司图像算法工程师,"['传感器', '数字信号', '图像处理']",30-45K,硕士,杭州
领班,"['包吃包住', '全勤奖', '单位体检', '中餐厅', '过节福利']",4-6K,学历不限,杭州
机械工程师,"['AUTOCAD', 'Pro/E', 'Ug']",8-12K·13薪,大专,杭州
台球助教,"['全职', '线下教育', '坐班', '打台球', '摆球', '斯诺克记分']",10-15K,学历不限,杭州
UE客户端工程师,"['UE4', '数据结构基础', '游戏客户端开发经验', 'UE4开发经验']",20-35K·15薪,本科,杭州
给排水工程师,['市政、园林'],6-8K,本科,杭州
高级/资深前端开发（杭州）,"['React', 'JavaScript', 'Vue', 'webgl', 'three.js', 'pixi.js']",20-30K·14薪,本科,杭州
全屋定制设计师,"['室内设计', '全屋定制设计']",6-10K,本科,杭州
医药项目研究总监,"['心脑血管药物', '抗感染药物', '临床试验方案制定', '科研工作经历']",25-35K·13薪,博士,杭州
河南赛夫保安有限公司招聘消防中控员,"['消防设施操作证', '初级', '中级及以上', '包住']",6-7K,学历不限,杭州
CAD设计/制图,"['设计师', 'CAD', '住宅地产', '全职兼职均可']",150-200元/天,,杭州
杭州市上城区奥琳...招聘服务员,"['包住', '加班费', '全勤奖', '年终奖', '绩效奖金', '底薪加提成']",5-8K,学历不限,杭州
软件工程师,['芯片设计'],6-8K,大专,杭州
大客户经理（大客户销售）,"['大客户销售', '大客户代表', '客户经理', '政府关系']",10-15K·24薪,大专,杭州
建德婺江路店店长,"['连锁药房工作经验', '执业中药师证', '执业西药师证']",5-7K,大专,杭州
销售专员,"['销售', '热爱营销', '周末双休', '八小时工作']",8-13K·14薪,本科,杭州
带货主播 直播主播,"['抖音', '主播', '直播', '带货']",12-24K,学历不限,杭州
达人商务,"['销售经验', '渠道/机构客户开发（销售方向）', '达人bd']",15-25K,大专,杭州
护肤品带货主播/主播助理,"['快手', '抖音', '直播带货']",25-50K,本科,杭州
家电清洗工程师,"['家政保洁', '全职兼职均可', '弹性工作制', '保底工资', '免费培训']",10-12K,学历不限,杭州
叮咚买菜招聘配送员,"['全职兼职均可', '短途骑车配送', '商业险', '就近分配', '配车']",8-9K,学历不限,杭州
安全产品软件开发/测试/分析工程师(实习),"['C++', 'C语言', 'JavaScript', 'Java', 'React', 'Vue']",200-250元/天,本科,杭州
杭州博康医疗门诊部招聘收银,"['餐补', '全勤奖', '全职']",4-5K,学历不限,杭州
中级程序员,"['Java', 'JS', '后端开发']",9-15K,学历不限,杭州
高级采购经理,"['国内采购', '食品饮品', '家居用品', '礼品/玩具', '成品/样品']",15-25K·16薪,本科,杭州
客服组长,"['售前客服', '办公室坐班', '售后客服', '管理经验']",7-9K·13薪,大专,杭州
电商总账会计,"['中级会计师', '电商', '会计体系搭建经验', '不可兼职']",10-15K,大专,杭州
管培生,"['管培生', '物流']",3-5K,本科,杭州
前端工程师,"['前端开发', 'JavaScript', 'React', 'IOS', 'Android']",10-14K,学历不限,杭州
催收专员调解员,"['催收团队建立及管理', '失联查找', '电话催收', '沟通/谈判能力']",10-15K,高中,杭州
舞蹈教学主管,"['教研', '教师资格证']",9-14K,大专,杭州
乐高老师,"['线下教育', '小班教学（3-25人）', '学前儿童/小学生']",5-8K,大专,杭州
中级测试工程师,"['SQL', '软件测试', '黑盒测试', '移动端测试', '手机测试']",6-10K·13薪,大专,杭州
