3818,品牌宣传经理,"['线下零售', '电商', '线上策划经验', '策划']",4-5K,本科,石家庄
3819,健身顾问,"['包住', '门店销售']",9-14K,中专/中技,石家庄
3820,冠骏招聘理货员,"['全职', '白班', '就近分配', '月结', '最好女性']",4-5K,中专/中技,石家庄
3821,4S店店长/维修站长,"['4S店店长', '汽修经验', '团队管理', '汽车', '汽修店', '汽车维修']",6-8K,本科,石家庄
3822,信息流广告优化师,"['金融', '信息流推广', 'B端客户']",4-8K,大专,石家庄
3823,教务管理,"['助教', '教务', '教学管理', '学管师', '班主任']",3-6K,本科,石家庄
3824,淘宝运营,"['B2C', '电商店铺运营', 'C2C', '服务SKA/GSKA经验', '店铺运营']",4-8K,大专,石家庄
3825,贸易跟单,"['销售经验', '外贸跟单', '英语可用于工作', '外企工作经验']",5-6K,大专,石家庄
3826,融资,"['投资', '融资', '资产管理']",5-8K,本科,石家庄
3827,国有银行客服-办公环境优越-五险一金,"['不含销售的客服工作', '倒班工作制', '办公室坐班', '全职']",4-7K,大专,石家庄
3828,专业监理工程师,"['民用建筑', '商用建筑', '工业建筑', '土建', '外装', '水暖']",3-7K,大专,石家庄
3829,大数据架构师,"['大数据', '地图导航']",10-15K·15薪,本科,石家庄
3830,生物制药,"['生物工程', '医药生产', '医药研发', '医药科研']",5-10K,本科,石家庄
3831,红色教育导游,['导游'],4-9K,大专,石家庄
3832,活动执行,"['广告', '品牌活动', '发布活动', '活动推广', '文案策划', '公关']",3-5K,大专,石家庄
3833,网络工程师,"['网络交换技术', 'Linux', '核心网']",4-6K,本科,石家庄
3834,畜牧兽医,"['执业兽医资格证', '底薪加提成', '免费培训', '团建聚餐']",7-8K,本科,石家庄
3835,通信技术工程师,"['注册监理工程师', '一级建造师']",4-5K,大专,石家庄
3836,运营经理,"['运营经理', '运营总监']",10-15K,大专,石家庄
3837,企业策划专员,['品牌文案'],5-7K,大专,石家庄
3838,兼职钢琴老师,['兼职'],5-6K,大专,石家庄
3839,基金运作经理,"['运营管理', '高级运营管理']",10-20K,大专,石家庄
3840,地产中介,"['房地产估价师资格证', '房地产评估师', '土地评估师', '房地产评估']",5-8K,大专,石家庄
3841,Consulting intern 咨询实习生,"['管培生', '咨询顾问实习生']",400-450元/天,本科,济南
3842,自媒体,['全职'],6-10K,学历不限,济南
3843,底薪4000+早九晚六纯客服岗位,"['不含销售的客服工作', '线上客服', '正常工作制']",7-8K,学历不限,济南
3844,酒店维修工,"['日常运维', '给排水', '电气', '电梯', '综合维修经验']",3-5K,学历不限,济南
3845,勘察技术与工程 技术员、项目经理,"['勘察技术与工程', '土木工程', '岩土工程']",4-8K,本科,济南
3846,双休+不加班+五险的销售岗位,"['企业（ToB）', '其他产品/服务', '企业服务', '先进制造']",6-10K,学历不限,济南
3847,济南麒茂餐饮管理...招聘西餐厨师,"['五险', '绩效奖金', '全勤奖', '包吃包住']",4-5K,学历不限,济南
3848,配送司机,"['具有货车运输驾驶经验', '需要装卸', '食品运输', '驾驶证C1']",7-8K,学历不限,济南
3849,朝九晚六坐班,['全职'],6-10K,学历不限,济南
3850,安防监控实施工程师,"['项目经理', '安防监控', '人工智能', '系统集成工程师', '智能硬件']",4-6K,大专,济南
3851,高底薪+高提成六险一金的外贸业务,"['有外贸工作经验', '国际贸易专业', '英语可用于工作', '年终奖']",10-15K,大专,济南
3852,活动运营,"['房地产/建筑', '线上策划经验', '品牌策略制定经验', '策划']",6-8K,本科,济南
3853,设计,"['平面设计', '广告设计', '手绘', '插画设计', '美工', 'C4D', 'AI软件']",3-6K,大专,济南
3854,新媒体运营,"['团队管理经验', '美妆个护', '短视频运营']",8-13K,本科,济南
3855,软件项目经理,"['软件实施', '产品验收', 'ERP实施', '项目交付', '软件交付']",16-30K,大专,济南
3856,项目申报专员,"['资质申报', '公司奖项']",5-8K,大专,济南
3857,美容美体师,"['医美机构', '综合性美容机构', '了解美容常识']",6-10K,学历不限,济南
3858,用友ERP服务顾问,"['Windows', '系统运维', '应用运维', '数据库运维']",3-6K,大专,济南
3859,Python,"['Java', '网络爬虫技术', '多线程', '初级软件工程师', '架构师']",3-7K,本科,济南
3860,会议执行,"['一般企业', '会议活动策划', '会议主持', '会议销售']",6-8K,大专,济南
3861,顺天月子会所招聘月嫂,"['包吃包住', '五险', '催乳师', '产后恢复师', '营养师', '兼职']",5-6K,学历不限,济南
3862,灯光师,"['影视灯光', '舞台灯光']",5-6K,本科,济南
3863,广告发光字雕刻工,['操作雕刻机'],4-8K,学历不限,济南
3864,法务主管(J10143),"['法学专业背景', '合同管理', '知识产权', '投资并购', '风控', '合规']",7-11K,本科,济南
3865,学习咨询师,"['全职工作', '培训机构', '成人/通用']",3-8K,大专,济南
3866,英语编辑（周末双休+五险一金）,"['英语', '图书', '文字编辑', '全职']",5-8K·13薪,本科,济南
3867,软件测试工程师,"['测试', '性能测试', '测试工程师', '软件测试', '压力测试']",10-15K,本科,济南
3868,联合创始人,"['战略管理', '品牌管理', '销售管理', '公司管理']",20-21K,大专,济南
3869,普工操作工,"['缴纳社保', '坐班', '长白班', '月结工资']",3-5K,学历不限,济南
3870,临床协调,['临床监查员'],5-6K,大专,济南
3871,会计统计,"['财务分析', '税务', '预算', '线下零售', '生活服务', '集团公司']",5-6K,大专,济南
3872,java开发工程师,"['MySQL', '后端开发', 'Linux', '初级软件工程师', 'SpringBoot']",5-10K,大专,济南
3873,地理编辑,['校对编辑'],4-6K,本科,济南
3874,教师,"['全职', '培训机构', '线下教育', '坐班', '小班教学（3-25人）']",4-9K,本科,济南
3875,工程招投标专员,"['投标', '总包', '分包', '内装', '水暖', '机电', '工程造价专业']",5-6K,大专,济南
3876,医师,"['骨科', '急诊', '外科']",4-8K,大专,济南
3877,PHP,"['PHP', 'JS', 'HTML/CSS']",7-10K,大专,济南
3878,专利代理人助理,"['知识产权项目申报', '知识产权工程师', '知识产权代理人']",8-13K,本科,济南
3879,中海御景台壹号院店（营业员）,['连锁药房工作经验'],3-5K,学历不限,济南
3880,广告设计师,"['广告设计', '公关媒介代理商/服务商', '美妆个护', '食品', 'PS']",4-8K,学历不限,济南
3881,美容店长,"['不加班', '美容师', '美容', '门店运营管理', '保健按摩店长']",8-13K,学历不限,济南
3882,财务管培生,['财务共享'],6-7K·13薪,本科,济南
3883,山东彬智信息科技...招聘切割工,"['包吃包住', '年终奖', '月休四天', '五险', '加班费', '夜班补助']",4-8K,学历不限,济南
3884,万御安防招聘保安,"['餐补', '带薪年假', '退伍军人', '高温补贴', '夜班补助']",5-8K,学历不限,济南
3885,平面设计,"['视觉设计', '延展设计']",5-6K,本科,济南
3886,前端工程师（中高级）,"['前端开发', 'CSS', 'HTML', 'CSS3', 'TypeScript', 'JQuery']",20-40K,本科,济南
3887,平面设计师,"['广告设计', '画册设计', '海报传单设计', '广告/设计公司', 'PS', 'AI']",5-7K,本科,济南
3888,总经理助理,['助理'],8-13K,本科,济南
3889,美容店长,['美体瘦身机构'],15-20K,学历不限,济南
3890,室内设计师,"['CAD', '家装设计', '水电设计']",4-9K,大专,济南
3891,配送司机,"['中长途开车配送', '双休']",3-4K,学历不限,济南
3892,网络工程师,"['小程序', '网络安全']",5-8K,本科,济南
3893,美容店长,"['综合性美容机构', '销售经验', '了解美容常识', '护肤', '压单']",7-12K,学历不限,济南
3894,高薪聘请美甲美睫师,"['美甲', '睫毛嫁接']",5-10K,学历不限,济南
3895,跟单文员,"['仓储管理', '库存管理', '出入库管理', '服装纺织']",4-6K,大专,济南
3896,老洋行招聘厨师,"['自助餐/快餐', '早点/小吃', '中央厨房/半成品加工', '主厨', '1-3年']",2-3K,学历不限,济南
3897,投拓总监,"['市场营销管理', '市场营销']",10-12K,本科,济南
3898,C4D动画师 裸眼3D动画师,"['3D动画', '广告', 'C4D', 'AE']",7-10K,大专,济南
3899,行政+7.5H工作制+15天超长带薪年假,"['不加班', '后勤管理', '前台接待']",6-7K,大专,济南
3900,销售专员,"['五险', '餐补', '年终奖', '绩效奖金']",6-11K,大专,济南
3901,检验检测工程师,"['CNAS认证', 'CMA认证', '实验室质量管理体系标准', '煤炭检测']",10-11K,本科,济南
3902,外贸业务员助理,"['英语可作为工作语言', '熟悉阿里巴巴平台', '欧美市场', '北美市场']",4-6K,大专,济南
3903,仓库管理员,"['货物验收/入库', '货物出库']",4-6K,高中,济南
3904,导航系统工程师,"['嵌入式技术', '通信', '无线通信']",12-24K·13薪,本科,济南
3905,外贸业务 阿里国际站业务 双休 高额提成,"['英语可用于工作', '有外贸工作经验', '熟悉跨境平台操作']",4-9K,大专,济南
3906,专业电气工程师,"['分布式技术', '电力', '光伏', '综合能源', '项目管理', '项目实施']",5-10K·13薪,大专,济南
3907,维修技术员,"['带薪培训', '餐补', '八小时工作制', '商业保险', '免费培训']",3-5K,中专/中技,济南
3908,教学总监,"['教研', '教学', '教务']",8-13K,本科,济南
3909,室内设计,"['设计师', 'CAD', '装饰装修']",5-10K,学历不限,济南
3910,总经理,"['公司管理', '战略管理', '人力资源管理', '行政管理', '财务管理']",15-25K,硕士,济南
3911,羊气餐饮招聘凉菜厨师,['烧烤/大排档'],4-5K,学历不限,济南
3912,护士,['体检中心'],2-4K,大专,济南
3913,护士/护理,"['中医科', '骨科', '护士资格证', '手术配台', '四手操作', '注射输液']",5-8K,学历不限,济南
3914,线上实施工程师,['实施'],3-4K,大专,济南
3915,软件销售顾问,"['对企业/机构（ToB）销售经验', '电话销售经验', '网络营销经验']",7-12K·13薪,大专,济南
3916,GRO宾客关系经理,"['礼仪/迎宾', '接待', '门迎工作经验']",3-4K,学历不限,济南
3917,记者,"['撰稿', '本地', '自媒体编辑', '财经', '内容']",6-10K,本科,济南
3918,注册环境影响评价工程师,"['微服务架构', '实施工程师/顾问', '项目验收']",20-40K,本科,济南
3919,服装导购,"['底薪加提成', '带薪年假', '直播带货', '门店销售', '女装销售']",5-10K,中专/中技,济南
3920,幼教班主任 教学主任,"['教学', '班主任', '私立学校', '坐班', '教研', '线下教育', '全职']",2-4K,大专,济南
3921,酒店客房服务员,"['无经验', '包吃住', '月休4天', '客房']",3-5K,学历不限,济南
3922,济南首创高薪诚聘导购,"['底薪加提成', '全勤奖', '线下', '带薪培训', '导购', '带薪年假']",5-10K,学历不限,济南
3923,游泳池救生员,"['全职', '救生证', '健康证', '救生员工作经验', '包吃', '交通补助']",3-6K,学历不限,济南
3924,英语口译翻译,"['口译', '坐班', '同声传译', '日常会议', '无需坐班', '专业八级']",7-11K,本科,济南
3925,人事助理,"['熟练使用Excel', '助理']",4-6K,大专,济南
3926,美容美体师,"['销售经验', '包住', '下肢残疾', '绩效奖金', '轻度/中度听力残疾']",5-10K,学历不限,济南
3927,二级医疗美容医院招聘护士,"['护士执业证书', '病房巡回', '手术配台', '医美护理', '护师']",4-8K,学历不限,济南
3928,海林招聘钣金工,"['钣金', '免费工装', '五险']",4-6K,学历不限,济南
3929,济南市光明随心订招聘促销员+送奶员,"['兼职', '线下']",3-4K,学历不限,济南
3930,情感分析师,"['电话咨询', '网络咨询', '婚姻恋爱', '人际关系', '家庭问题']",3-8K,学历不限,济南
3931,Android开发工程师,"['NDK', 'AndroidStudio', 'Gradle', 'Framework', 'SQLite']",8-13K,本科,济南
3932,按摩师,"['按摩师', '月休四天', '五险', '全勤奖', '不加班', '环境好']",4-6K,初中及以下,济南
3933,资深平面设计师,['平面设计'],6-8K,大专,济南
3934,项目经理,['需求分析评估'],6-11K,本科,济南
3935,顺丰速运招聘物流经理,"['团队搭建/管理', '物流业务开发', '区域管理', '高级管理职位']",12-20K,大专,济南
3936,自动化工程师,"['PLC工程师', '仪器仪表工程师', '电控工程师']",4-6K,大专,济南
3937,财务 双休 五险一金,['金融'],6-10K,本科,济南
3938,欧诺爱烘焙招聘学徒工,"['全勤奖', '生日福利', '包住', '过节福利', '全职', '学徒', '普工']",3-4K,学历不限,济南
3939,客房,"['保洁经验', '客房服务经验', '包住', '餐补', '全勤奖']",3-4K,学历不限,济南
3940,美容店长,"['月休四天', '带薪年假', '五险', '包住', '绩效奖金', '工龄奖']",5-10K,学历不限,济南
3941,发型师,"['美发师', '包吃', '月休四天', '餐补', '环境好', '有无线网']",3-6K,学历不限,济南
3942,诚招美发助理学徒,"['剪发造型助理', '烫染助理', '洗护助理', '免费培训', '包住']",1-2K,学历不限,济南
3943,室内设计师,"['CAD', '3DMax', 'Sketchup', 'PhotoShop', '设计师助理']",4-5K,大专,济南
3944,机房实施人员,"['安防系统', '机房工程', '方案设计', '负责驻场', '智能照明系统']",5-9K,中专/中技,济南
3945,生产总监,"['五险一金', '全勤奖', '团队管理', '生产设备管理', '周末单休']",10-15K,本科,济南
3946,嵌入式软件工程师,"['单片机开发', 'C语言', '汽车', '嵌入式技术']",10-15K,大专,济南
3947,平面设计师,"['平面设计', '广告设计', '画册设计', '室内设计', 'PhotoShop']",3-5K,学历不限,济南
3948,销售管培生,['教育培训'],6-10K·13薪,本科,济南
3949,文旅计调,"['境内游', '境外游']",5-8K,大专,济南
3950,幼儿园保健医,"['幼儿园保健医证', '员工子女入园优惠', '包吃', '护理经验']",3-4K,大专,济南
3951,口腔科医生,"['初级职称', '儿童口腔', '口腔医师资格证', '牙体牙髓治疗']",10-15K,大专,济南
3952,图文设计制作,"['海报传单设计', '广告/设计公司', 'CDR', 'PS', 'AI']",4-6K,学历不限,济南
3953,市中区王家老三餐饮店招聘服务员,"['中餐馆', '烧烤店', '全职']",3-4K,学历不限,济南
3954,陌上如玉招聘咖啡师,"['五险一金', '免费培训', '有无线网', '咖啡师', '调酒师', '全职']",4-6K,高中,济南
